id,title,price,original_price,category,rating,reviews,image,badge,description,affiliate_link,in_stock,created_at
20,"Exploration interactive des techniques de chauffage 
Catalogue et module avancé .",29.00,59.00,"Livres pdf animation ",4.9,18,/chauffage/img1-transformed.jpeg,Prenium,"Exploration interactive des techniques de chauffage 
Catalogue et module avancé .",/chauffe_e.html,true,2026-03-08 11:55:31+00
